spqo,present_cnt,absent_cnt
"('gene or gene product', 'affects', 'n/a', 'phenomenon')",2217,0
"('gene or gene product', 'affects', 'n/a', 'physiological process')",44,0
"('gene or gene product', 'affects', 'n/a', 'polypeptide')",191,0
"('gene or gene product', 'affects', 'n/a', 'procedure')",45,0
"('gene or gene product', 'causes', 'n/a', 'activity')",16,0
"('gene or gene product', 'causes', 'n/a', 'anatomical entity')",11,0
"('gene or gene product', 'causes', 'n/a', 'behavior')",1,0
"('gene or gene product', 'causes', 'n/a', 'biological process')",5637,0
"('gene or gene product', 'causes', 'n/a', 'clinical attribute')",3,0
"('gene or gene product', 'causes', 'n/a', 'disease or phenotypic feature')",10614,0
"('gene or gene product', 'causes', 'n/a', 'gene or gene product')",4,0
"('gene or gene product', 'causes', 'n/a', 'information content entity')",125,0
"('gene or gene product', 'causes', 'n/a', 'molecular activity')",512,0
"('gene or gene product', 'causes', 'n/a', 'phenomenon')",111,0
"('gene or gene product', 'causes', 'n/a', 'physiological process')",5,0
"('gene or gene product', 'causes', 'n/a', 'procedure')",13,0
"('gene or gene product', 'close match', 'n/a', 'chemical entity')",6,0
"('gene or gene product', 'close match', 'n/a', 'gene or gene product')",8,0
"('gene or gene product', 'close match', 'n/a', 'procedure')",4,0
"('gene or gene product', 'coexists with', 'n/a', 'cellular component')",42,0
"('gene or gene product', 'coexists with', 'n/a', 'chemical entity')",8667,0
"('gene or gene product', 'coexists with', 'n/a', 'disease or phenotypic feature')",148,0
"('gene or gene product', 'coexists with', 'n/a', 'gene or gene product')",10223,0
"('gene or gene product', 'coexists with', 'n/a', 'genomic entity')",79,0
"('gene or gene product', 'coexists with', 'n/a', 'information content entity')",4,0
"('gene or gene product', 'coexists with', 'n/a', 'molecular activity')",1,0
"('gene or gene product', 'coexists with', 'n/a', 'polypeptide')",140,0
"('gene or gene product', 'derives from', 'n/a', 'chemical entity')",232,0
"('gene or gene product', 'derives from', 'n/a', 'gene or gene product')",706,0
"('gene or gene product', 'derives from', 'n/a', 'genomic entity')",2,0
"('gene or gene product', 'derives from', 'n/a', 'organism taxon')",1,0
"('gene or gene product', 'derives from', 'n/a', 'polypeptide')",7,0
"('gene or gene product', 'disrupts', 'n/a', 'activity')",7,0
"('gene or gene product', 'disrupts', 'n/a', 'anatomical entity')",231,0
"('gene or gene product', 'disrupts', 'n/a', 'behavior')",2,0
"('gene or gene product', 'disrupts', 'n/a', 'biological process')",8709,0
"('gene or gene product', 'disrupts', 'n/a', 'cell')",2468,0
"('gene or gene product', 'disrupts', 'n/a', 'cellular component')",360,0
"('gene or gene product', 'disrupts', 'n/a', 'chemical entity')",1,0
"('gene or gene product', 'disrupts', 'n/a', 'clinical attribute')",3,0
"('gene or gene product', 'disrupts', 'n/a', 'disease or phenotypic feature')",3059,0
"('gene or gene product', 'disrupts', 'n/a', 'gross anatomical structure')",726,0
"('gene or gene product', 'disrupts', 'n/a', 'information content entity')",108,0
"('gene or gene product', 'disrupts', 'n/a', 'molecular activity')",1716,0
"('gene or gene product', 'disrupts', 'n/a', 'organism taxon')",13,0
"('gene or gene product', 'disrupts', 'n/a', 'phenomenon')",176,0
"('gene or gene product', 'disrupts', 'n/a', 'procedure')",16,0
"('gene or gene product', 'exacerbates condition', 'n/a', 'disease or phenotypic feature')",14,0
"('gene or gene product', 'has input', 'n/a', 'chemical entity')",14,0
"('gene or gene product', 'has input', 'n/a', 'gene or gene product')",1,0
"('gene or gene product', 'has input', 'n/a', 'genomic entity')",2,0
"('gene or gene product', 'has part', 'n/a', 'anatomical entity')",1,0
"('gene or gene product', 'has part', 'n/a', 'cellular component')",6,0
"('gene or gene product', 'has part', 'n/a', 'chemical entity')",9030,0
"('gene or gene product', 'has part', 'n/a', 'disease or phenotypic feature')",3,0
"('gene or gene product', 'has part', 'n/a', 'gene or gene product')",7668,0
"('gene or gene product', 'has part', 'n/a', 'polypeptide')",1149,0
"('gene or gene product', 'interacts with', 'n/a', 'cell')",12293,0
"('gene or gene product', 'interacts with', 'n/a', 'cellular component')",92,0
"('gene or gene product', 'interacts with', 'n/a', 'chemical entity')",22795,0
"('gene or gene product', 'interacts with', 'n/a', 'disease or phenotypic feature')",14,0
"('gene or gene product', 'interacts with', 'n/a', 'gene or gene product')",26194,0
"('gene or gene product', 'interacts with', 'n/a', 'genomic entity')",73,0
"('gene or gene product', 'interacts with', 'n/a', 'information content entity')",4,0
"('gene or gene product', 'interacts with', 'n/a', 'molecular activity')",9,0
"('gene or gene product', 'interacts with', 'n/a', 'organism taxon')",826,0
"('gene or gene product', 'interacts with', 'n/a', 'phenomenon')",14,0
"('gene or gene product', 'interacts with', 'n/a', 'polypeptide')",525,0
"('gene or gene product', 'located in', 'n/a', 'agent')",67,0
"('gene or gene product', 'located in', 'n/a', 'anatomical entity')",25320,0
"('gene or gene product', 'located in', 'n/a', 'cell')",38776,0
"('gene or gene product', 'located in', 'n/a', 'cellular component')",12072,0
"('gene or gene product', 'located in', 'n/a', 'chemical entity')",145,0
"('gene or gene product', 'located in', 'n/a', 'cohort')",1507,0
"('gene or gene product', 'located in', 'n/a', 'disease or phenotypic feature')",307,0
"('gene or gene product', 'located in', 'n/a', 'gene or gene product')",6,0
"('gene or gene product', 'located in', 'n/a', 'gross anatomical structure')",37414,0
"('gene or gene product', 'located in', 'n/a', 'human')",184,0
"('gene or gene product', 'located in', 'n/a', 'information content entity')",160,0
"('gene or gene product', 'located in', 'n/a', 'organism taxon')",16263,0
"('gene or gene product', 'located in', 'n/a', 'population of individual organisms')",970,0
"('gene or gene product', 'occurs in', 'n/a', 'cell')",4,0
"('gene or gene product', 'occurs in', 'n/a', 'gross anatomical structure')",2,0
"('gene or gene product', 'occurs in', 'n/a', 'population of individual organisms')",1,0
"('gene or gene product', 'precedes', 'n/a', 'procedure')",16,0
"('gene or gene product', 'predisposes to condition', 'n/a', 'biological process')",1,0
"('gene or gene product', 'predisposes to condition', 'n/a', 'clinical attribute')",1,0
"('gene or gene product', 'predisposes to condition', 'n/a', 'disease or phenotypic feature')",4888,0
"('gene or gene product', 'predisposes to condition', 'n/a', 'information content entity')",6,0
"('gene or gene product', 'predisposes to condition', 'n/a', 'procedure')",1,0
"('gene or gene product', 'produces', 'n/a', 'anatomical entity')",357,0
"('gene or gene product', 'produces', 'n/a', 'cellular component')",1,0
"('gene or gene product', 'produces', 'n/a', 'chemical entity')",4051,0
"('gene or gene product', 'produces', 'n/a', 'disease or phenotypic feature')",2,0
"('gene or gene product', 'produces', 'n/a', 'gene or gene product')",5544,0
"('gene or gene product', 'produces', 'n/a', 'genomic entity')",51,0
"('gene or gene product', 'produces', 'n/a', 'gross anatomical structure')",1,0
"('gene or gene product', 'produces', 'n/a', 'polypeptide')",74,0
"('gene or gene product', 'related to', 'n/a', 'anatomical entity')",4,0
"('gene or gene product', 'related to', 'n/a', 'biological process')",20,0
"('gene or gene product', 'related to', 'n/a', 'cell')",3,0
"('gene or gene product', 'related to', 'n/a', 'chemical entity')",2,0
"('gene or gene product', 'related to', 'n/a', 'clinical attribute')",18,0
"('gene or gene product', 'related to', 'n/a', 'disease or phenotypic feature')",50817,0
"('gene or gene product', 'related to', 'n/a', 'gene or gene product')",123,0
"('gene or gene product', 'related to', 'n/a', 'gross anatomical structure')",3,0
"('gene or gene product', 'related to', 'n/a', 'information content entity')",84,0
"('gene or gene product', 'related to', 'n/a', 'procedure')",8,0
"('gene or gene product', 'treats or applied or studied to treat', 'n/a', 'anatomical entity')",1,0
"('gene or gene product', 'treats or applied or studied to treat', 'n/a', 'biological entity')",12,0
"('gene or gene product', 'treats or applied or studied to treat', 'n/a', 'cell')",3018,0
"('gene or gene product', 'treats or applied or studied to treat', 'n/a', 'cellular component')",12,0
"('gene or gene product', 'treats or applied or studied to treat', 'n/a', 'cohort')",233,0
"('gene or gene product', 'treats or applied or studied to treat', 'n/a', 'disease or phenotypic feature')",4548,0
"('gene or gene product', 'treats or applied or studied to treat', 'n/a', 'gene or gene product')",1,0
"('gene or gene product', 'treats or applied or studied to treat', 'n/a', 'gross anatomical structure')",15,0
"('gene or gene product', 'treats or applied or studied to treat', 'n/a', 'human')",11,0
"('gene or gene product', 'treats or applied or studied to treat', 'n/a', 'information content entity')",12,0
"('gene or gene product', 'treats or applied or studied to treat', 'n/a', 'organism taxon')",164,0
"('gene or gene product', 'treats or applied or studied to treat', 'n/a', 'population of individual organisms')",95,0
"('genomic entity', 'affects', 'n/a', 'anatomical entity')",4,0
"('genomic entity', 'affects', 'n/a', 'biological process')",159,0
"('genomic entity', 'affects', 'n/a', 'cell')",15,0
"('genomic entity', 'affects', 'n/a', 'cellular component')",7,0
"('genomic entity', 'affects', 'n/a', 'chemical entity')",30,0
"('genomic entity', 'affects', 'n/a', 'disease or phenotypic feature')",109,0
"('genomic entity', 'affects', 'n/a', 'gene or gene product')",99,0
"('genomic entity', 'affects', 'n/a', 'genomic entity')",4,0
"('genomic entity', 'affects', 'n/a', 'gross anatomical structure')",6,0
"('genomic entity', 'affects', 'n/a', 'molecular activity')",36,0
"('genomic entity', 'affects', 'n/a', 'organism taxon')",1,0
"('genomic entity', 'affects', 'n/a', 'phenomenon')",19,0
"('genomic entity', 'affects', 'n/a', 'physiological process')",1,0
"('genomic entity', 'causes', 'n/a', 'biological process')",32,0
"('genomic entity', 'causes', 'n/a', 'disease or phenotypic feature')",57,0
"('genomic entity', 'coexists with', 'n/a', 'chemical entity')",66,0
"('genomic entity', 'coexists with', 'n/a', 'gene or gene product')",81,0
"('genomic entity', 'coexists with', 'n/a', 'genomic entity')",3,0
"('genomic entity', 'coexists with', 'n/a', 'polypeptide')",2,0
"('genomic entity', 'derives from', 'n/a', 'gene or gene product')",4,0
"('genomic entity', 'disrupts', 'n/a', 'biological process')",35,0
"('genomic entity', 'disrupts', 'n/a', 'cell')",5,0
"('genomic entity', 'disrupts', 'n/a', 'cellular component')",2,0
"('genomic entity', 'disrupts', 'n/a', 'disease or phenotypic feature')",16,0
"('genomic entity', 'disrupts', 'n/a', 'gross anatomical structure')",1,0
"('genomic entity', 'disrupts', 'n/a', 'molecular activity')",6,0
"('genomic entity', 'disrupts', 'n/a', 'phenomenon')",1,0
"('genomic entity', 'has part', 'n/a', 'chemical entity')",69,0
"('genomic entity', 'has part', 'n/a', 'gene or gene product')",23,0
"('genomic entity', 'has part', 'n/a', 'polypeptide')",2,0
"('genomic entity', 'interacts with', 'n/a', 'cell')",24,0
"('genomic entity', 'interacts with', 'n/a', 'chemical entity')",57,0
"('genomic entity', 'interacts with', 'n/a', 'gene or gene product')",70,0
"('genomic entity', 'interacts with', 'n/a', 'genomic entity')",1,0
"('genomic entity', 'interacts with', 'n/a', 'organism taxon')",4,0
"('genomic entity', 'interacts with', 'n/a', 'polypeptide')",5,0
"('genomic entity', 'located in', 'n/a', 'agent')",1,0
"('genomic entity', 'located in', 'n/a', 'anatomical entity')",108,0
"('genomic entity', 'located in', 'n/a', 'cell')",143,0
"('genomic entity', 'located in', 'n/a', 'cellular component')",48,0
"('genomic entity', 'located in', 'n/a', 'cohort')",19,0
"('genomic entity', 'located in', 'n/a', 'disease or phenotypic feature')",6,0
"('genomic entity', 'located in', 'n/a', 'gross anatomical structure')",120,0
"('genomic entity', 'located in', 'n/a', 'human')",1,0
"('genomic entity', 'located in', 'n/a', 'organism taxon')",115,0
"('genomic entity', 'located in', 'n/a', 'population of individual organisms')",57,0
"('genomic entity', 'predisposes to condition', 'n/a', 'disease or phenotypic feature')",88,0
"('genomic entity', 'produces', 'n/a', 'chemical entity')",16,0
"('genomic entity', 'produces', 'n/a', 'gene or gene product')",28,0
"('genomic entity', 'produces', 'n/a', 'genomic entity')",1,0
"('genomic entity', 'produces', 'n/a', 'gross anatomical structure')",1,0
"('genomic entity', 'related to', 'n/a', 'disease or phenotypic feature')",415,0
"('genomic entity', 'related to', 'n/a', 'gene or gene product')",4,0
"('genomic entity', 'treats or applied or studied to treat', 'n/a', 'cell')",11,0
"('genomic entity', 'treats or applied or studied to treat', 'n/a', 'disease or phenotypic feature')",13,0
"('gross anatomical structure', 'affects', 'n/a', 'activity')",2,0
"('gross anatomical structure', 'affects', 'n/a', 'behavior')",1,0
"('gross anatomical structure', 'affects', 'n/a', 'biological process')",126,0
"('gross anatomical structure', 'affects', 'n/a', 'cohort')",1,0
"('gross anatomical structure', 'affects', 'n/a', 'disease or phenotypic feature')",214,0
"('gross anatomical structure', 'affects', 'n/a', 'information content entity')",5,0
"('gross anatomical structure', 'affects', 'n/a', 'phenomenon')",7,0
"('gross anatomical structure', 'causes', 'n/a', 'disease or phenotypic feature')",9,0
"('gross anatomical structure', 'coexists with', 'n/a', 'disease or phenotypic feature')",15,0
"('gross anatomical structure', 'has input', 'n/a', 'chemical entity')",1,0
"('gross anatomical structure', 'has input', 'n/a', 'device')",3,0
"('gross anatomical structure', 'has part', 'n/a', 'anatomical entity')",7273,0
"('gross anatomical structure', 'has part', 'n/a', 'cell')",4397,0
"('gross anatomical structure', 'has part', 'n/a', 'cellular component')",1871,0
"('gross anatomical structure', 'has part', 'n/a', 'chemical entity')",3770,0
"('gross anatomical structure', 'has part', 'n/a', 'disease or phenotypic feature')",213,0
"('gross anatomical structure', 'has part', 'n/a', 'gene or gene product')",9898,0
"('gross anatomical structure', 'has part', 'n/a', 'genomic entity')",70,0
"('gross anatomical structure', 'has part', 'n/a', 'gross anatomical structure')",5985,0
"('gross anatomical structure', 'has part', 'n/a', 'information content entity')",98,0
"('gross anatomical structure', 'has part', 'n/a', 'organism taxon')",11,0
"('gross anatomical structure', 'has part', 'n/a', 'polypeptide')",81,0
"('gross anatomical structure', 'has part', 'n/a', 'procedure')",1,0
"('gross anatomical structure', 'has part', 'n/a', 'publication')",125,0
"('gross anatomical structure', 'interacts with', 'n/a', 'organism taxon')",1,0
"('gross anatomical structure', 'located in', 'n/a', 'anatomical entity')",1266,0
"('gross anatomical structure', 'located in', 'n/a', 'cell')",21,0
"('gross anatomical structure', 'located in', 'n/a', 'cellular component')",18,0
"('gross anatomical structure', 'located in', 'n/a', 'clinical attribute')",10,0
"('gross anatomical structure', 'located in', 'n/a', 'disease or phenotypic feature')",4,0
"('gross anatomical structure', 'located in', 'n/a', 'gross anatomical structure')",1718,0
"('gross anatomical structure', 'located in', 'n/a', 'information content entity')",56,0
"('gross anatomical structure', 'located in', 'n/a', 'organism taxon')",2,0
"('gross anatomical structure', 'located in', 'n/a', 'publication')",3,0
"('gross anatomical structure', 'occurs in', 'n/a', 'cohort')",3,0
"('gross anatomical structure', 'occurs in', 'n/a', 'disease or phenotypic feature')",2,0
"('gross anatomical structure', 'occurs in', 'n/a', 'organism taxon')",1,0
"('gross anatomical structure', 'occurs in', 'n/a', 'population of individual organisms')",2,0
"('gross anatomical structure', 'precedes', 'n/a', 'disease or phenotypic feature')",4,0
"('gross anatomical structure', 'produces', 'n/a', 'anatomical entity')",79,0
"('gross anatomical structure', 'produces', 'n/a', 'chemical entity')",816,0
"('gross anatomical structure', 'produces', 'n/a', 'gene or gene product')",1181,0
"('gross anatomical structure', 'produces', 'n/a', 'genomic entity')",6,0
"('gross anatomical structure', 'produces', 'n/a', 'polypeptide')",10,0
"('gross anatomical structure', 'related to', 'n/a', 'biological process')",1,0
"('gross anatomical structure', 'related to', 'n/a', 'disease or phenotypic feature')",141,0
"('gross anatomical structure', 'related to', 'n/a', 'information content entity')",2,0
"('human', 'has part', 'n/a', 'anatomical entity')",22,0
"('human', 'has part', 'n/a', 'cell')",9,0
"('human', 'has part', 'n/a', 'cellular component')",5,0
"('human', 'has part', 'n/a', 'chemical entity')",5,0
"('human', 'has part', 'n/a', 'disease or phenotypic feature')",4,0
"('human', 'has part', 'n/a', 'gene or gene product')",29,0
"('human', 'has part', 'n/a', 'gross anatomical structure')",27,0
"('human', 'has part', 'n/a', 'information content entity')",1,0
"('information content entity', 'affects', 'n/a', 'activity')",4,0
"('information content entity', 'affects', 'n/a', 'anatomical entity')",1,0
"('information content entity', 'affects', 'n/a', 'behavior')",29,0
"('information content entity', 'affects', 'n/a', 'biological process')",194,0
"('information content entity', 'affects', 'n/a', 'cell')",1,0
"('information content entity', 'affects', 'n/a', 'chemical entity')",7,0
"('information content entity', 'affects', 'n/a', 'clinical attribute')",2,0
"('information content entity', 'affects', 'n/a', 'cohort')",4,0
"('information content entity', 'affects', 'n/a', 'disease or phenotypic feature')",217,0
"('information content entity', 'affects', 'n/a', 'gene or gene product')",10,0
"('information content entity', 'affects', 'n/a', 'genomic entity')",1,0
"('information content entity', 'affects', 'n/a', 'gross anatomical structure')",7,0
"('information content entity', 'affects', 'n/a', 'information content entity')",5,0
"('information content entity', 'affects', 'n/a', 'molecular activity')",10,0
"('information content entity', 'affects', 'n/a', 'organism taxon')",21,0
"('information content entity', 'affects', 'n/a', 'phenomenon')",21,0
"('information content entity', 'affects', 'n/a', 'population of individual organisms')",2,0
"('information content entity', 'causes', 'n/a', 'biological process')",3,0
"('information content entity', 'causes', 'n/a', 'clinical attribute')",1,0
"('information content entity', 'causes', 'n/a', 'disease or phenotypic feature')",82,0
"('information content entity', 'coexists with', 'n/a', 'activity')",3,0
"('information content entity', 'coexists with', 'n/a', 'biological process')",97,0
"('information content entity', 'coexists with', 'n/a', 'chemical entity')",15,0
"('information content entity', 'coexists with', 'n/a', 'clinical attribute')",1,0
"('information content entity', 'coexists with', 'n/a', 'disease or phenotypic feature')",530,0
"('information content entity', 'coexists with', 'n/a', 'gene or gene product')",9,0
"('information content entity', 'coexists with', 'n/a', 'genomic entity')",2,0
"('information content entity', 'coexists with', 'n/a', 'information content entity')",1,0
"('information content entity', 'coexists with', 'n/a', 'molecular activity')",3,0
"('information content entity', 'coexists with', 'n/a', 'phenomenon')",1,0
"('information content entity', 'diagnoses', 'n/a', 'biological entity')",1,0
"('information content entity', 'diagnoses', 'n/a', 'disease or phenotypic feature')",80,0
"('information content entity', 'diagnoses', 'n/a', 'phenomenon')",1,0
"('information content entity', 'diagnoses', 'n/a', 'population of individual organisms')",1,0
"('information content entity', 'diagnoses', 'n/a', 'procedure')",1,0
"('information content entity', 'disrupts', 'n/a', 'biological process')",2,0
"('information content entity', 'disrupts', 'n/a', 'disease or phenotypic feature')",5,0
"('information content entity', 'disrupts', 'n/a', 'phenomenon')",1,0
"('information content entity', 'has input', 'n/a', 'chemical entity')",53,0
"('information content entity', 'has input', 'n/a', 'device')",9,0
"('information content entity', 'has input', 'n/a', 'gene or gene product')",20,0
"('information content entity', 'has input', 'n/a', 'physical entity')",2,0
"('information content entity', 'has input', 'n/a', 'procedure')",1,0
"('information content entity', 'has part', 'n/a', 'anatomical entity')",58,0
"('information content entity', 'has part', 'n/a', 'cell')",28,0
"('information content entity', 'has part', 'n/a', 'cellular component')",9,0
"('information content entity', 'has part', 'n/a', 'chemical entity')",13,0
"('information content entity', 'has part', 'n/a', 'disease or phenotypic feature')",1,0
"('information content entity', 'has part', 'n/a', 'gene or gene product')",34,0
"('information content entity', 'has part', 'n/a', 'gross anatomical structure')",43,0
"('information content entity', 'has part', 'n/a', 'publication')",1,0
"('information content entity', 'interacts with', 'n/a', 'cell')",1,0
"('information content entity', 'interacts with', 'n/a', 'chemical entity')",12,0
"('information content entity', 'interacts with', 'n/a', 'cohort')",2,0
"('information content entity', 'interacts with', 'n/a', 'gene or gene product')",4,0
"('information content entity', 'located in', 'n/a', 'anatomical entity')",419,0
"('information content entity', 'located in', 'n/a', 'cell')",7,0
"('information content entity', 'located in', 'n/a', 'cellular component')",10,0
"('information content entity', 'located in', 'n/a', 'clinical attribute')",1,0
"('information content entity', 'located in', 'n/a', 'cohort')",2,0
"('information content entity', 'located in', 'n/a', 'disease or phenotypic feature')",2,0
"('information content entity', 'located in', 'n/a', 'gross anatomical structure')",728,0
"('information content entity', 'located in', 'n/a', 'information content entity')",21,0
"('information content entity', 'located in', 'n/a', 'organism taxon')",15,0
"('information content entity', 'located in', 'n/a', 'publication')",8,0
"('information content entity', 'manifestation of', 'n/a', 'biological process')",17,0
"('information content entity', 'manifestation of', 'n/a', 'disease or phenotypic feature')",11,0
"('information content entity', 'manifestation of', 'n/a', 'molecular activity')",1,0
"('information content entity', 'occurs in', 'n/a', 'biological entity')",5,0
"('information content entity', 'occurs in', 'n/a', 'cell')",1,0
"('information content entity', 'occurs in', 'n/a', 'cohort')",118,0
"('information content entity', 'occurs in', 'n/a', 'disease or phenotypic feature')",14,0
"('information content entity', 'occurs in', 'n/a', 'gene or gene product')",18,0
"('information content entity', 'occurs in', 'n/a', 'gross anatomical structure')",10,0
"('information content entity', 'occurs in', 'n/a', 'human')",1,0
"('information content entity', 'occurs in', 'n/a', 'organism taxon')",4,0
"('information content entity', 'occurs in', 'n/a', 'population of individual organisms')",85,0
"('information content entity', 'precedes', 'n/a', 'biological process')",7,0
"('information content entity', 'precedes', 'n/a', 'disease or phenotypic feature')",10,0
"('information content entity', 'precedes', 'n/a', 'procedure')",25,0
"('information content entity', 'predisposes to condition', 'n/a', 'biological process')",1,0
"('information content entity', 'predisposes to condition', 'n/a', 'clinical attribute')",1,0
"('information content entity', 'predisposes to condition', 'n/a', 'disease or phenotypic feature')",187,0
"('information content entity', 'predisposes to condition', 'n/a', 'information content entity')",1,0
"('information content entity', 'produces', 'n/a', 'anatomical entity')",2,0
"('information content entity', 'produces', 'n/a', 'chemical entity')",26,0
"('information content entity', 'produces', 'n/a', 'gene or gene product')",29,0
"('information content entity', 'related to', 'n/a', 'biological process')",6,0
"('information content entity', 'related to', 'n/a', 'chemical entity')",2,0
"('information content entity', 'related to', 'n/a', 'clinical attribute')",3,0
"('information content entity', 'related to', 'n/a', 'disease or phenotypic feature')",289,0
"('information content entity', 'related to', 'n/a', 'gene or gene product')",15,0
"('information content entity', 'treats or applied or studied to treat', 'n/a', 'cell')",1,0
"('information content entity', 'treats or applied or studied to treat', 'n/a', 'cohort')",8,0
"('information content entity', 'treats or applied or studied to treat', 'n/a', 'disease or phenotypic feature')",394,0
"('information content entity', 'treats or applied or studied to treat', 'n/a', 'gross anatomical structure')",1,0
"('information content entity', 'treats or applied or studied to treat', 'n/a', 'information content entity')",1,0
"('information content entity', 'treats or applied or studied to treat', 'n/a', 'organism taxon')",4,0
"('information content entity', 'treats or applied or studied to treat', 'n/a', 'population of individual organisms')",7,0
"('molecular activity', 'affects', 'n/a', 'activity')",7,0
"('molecular activity', 'affects', 'n/a', 'anatomical entity')",3,0
"('molecular activity', 'affects', 'n/a', 'biological entity')",2,0
"('molecular activity', 'affects', 'n/a', 'biological process')",852,0
"('molecular activity', 'affects', 'n/a', 'cell')",141,0
"('molecular activity', 'affects', 'n/a', 'cellular component')",3,0
"('molecular activity', 'affects', 'n/a', 'chemical entity')",143,0
"('molecular activity', 'affects', 'n/a', 'clinical attribute')",1,0
"('molecular activity', 'affects', 'n/a', 'cohort')",3,0
"('molecular activity', 'affects', 'n/a', 'disease or phenotypic feature')",363,0
"('molecular activity', 'affects', 'n/a', 'gene or gene product')",1206,0
"('molecular activity', 'affects', 'n/a', 'genomic entity')",9,0
"('molecular activity', 'affects', 'n/a', 'information content entity')",15,0
"('molecular activity', 'affects', 'n/a', 'molecular activity')",13,0
"('molecular activity', 'affects', 'n/a', 'organism taxon')",18,0
"('molecular activity', 'affects', 'n/a', 'phenomenon')",52,0
"('molecular activity', 'affects', 'n/a', 'polypeptide')",8,0
"('molecular activity', 'affects', 'n/a', 'procedure')",1,0
"('molecular activity', 'causes', 'n/a', 'biological process')",401,0
"('molecular activity', 'causes', 'n/a', 'disease or phenotypic feature')",14,0
"('molecular activity', 'causes', 'n/a', 'molecular activity')",134,0
"('molecular activity', 'causes', 'n/a', 'phenomenon')",1,0
"('molecular activity', 'coexists with', 'n/a', 'activity')",4,0
"('molecular activity', 'coexists with', 'n/a', 'anatomical entity')",2,0
"('molecular activity', 'coexists with', 'n/a', 'biological process')",431,0
"('molecular activity', 'coexists with', 'n/a', 'chemical entity')",23,0
"('molecular activity', 'coexists with', 'n/a', 'disease or phenotypic feature')",988,0
"('molecular activity', 'coexists with', 'n/a', 'gene or gene product')",4,0
"('molecular activity', 'coexists with', 'n/a', 'information content entity')",6,0
"('molecular activity', 'coexists with', 'n/a', 'molecular activity')",19,0
"('molecular activity', 'coexists with', 'n/a', 'phenomenon')",11,0
"('molecular activity', 'coexists with', 'n/a', 'procedure')",3,0
"('molecular activity', 'derives from', 'n/a', 'gene or gene product')",1,0
"('molecular activity', 'disrupts', 'n/a', 'biological process')",9,0
"('molecular activity', 'disrupts', 'n/a', 'cell')",1,0
"('molecular activity', 'disrupts', 'n/a', 'molecular activity')",1,0
"('molecular activity', 'has input', 'n/a', 'chemical entity')",86,0
"('molecular activity', 'has input', 'n/a', 'gene or gene product')",19,0
"('molecular activity', 'interacts with', 'n/a', 'chemical entity')",8,0
"('molecular activity', 'interacts with', 'n/a', 'gene or gene product')",9,0
"('molecular activity', 'interacts with', 'n/a', 'polypeptide')",1,0
"('molecular activity', 'located in', 'n/a', 'anatomical entity')",96,0
"('molecular activity', 'located in', 'n/a', 'cell')",267,0
"('molecular activity', 'located in', 'n/a', 'cellular component')",2031,0
"('molecular activity', 'located in', 'n/a', 'chemical entity')",36,0
"('molecular activity', 'located in', 'n/a', 'disease or phenotypic feature')",3,0
"('molecular activity', 'located in', 'n/a', 'gross anatomical structure')",15,0
"('molecular activity', 'located in', 'n/a', 'information content entity')",2,0
"('molecular activity', 'located in', 'n/a', 'organism taxon')",43,0
"('molecular activity', 'located in', 'n/a', 'polypeptide')",2,0
"('molecular activity', 'occurs in', 'n/a', 'agent')",2,0
"('molecular activity', 'occurs in', 'n/a', 'anatomical entity')",338,0
"('molecular activity', 'occurs in', 'n/a', 'biological entity')",17,0
"('molecular activity', 'occurs in', 'n/a', 'cell')",3340,0
"('molecular activity', 'occurs in', 'n/a', 'cellular component')",29,0
"('molecular activity', 'occurs in', 'n/a', 'chemical entity')",8,0
"('molecular activity', 'occurs in', 'n/a', 'cohort')",62,0
"('molecular activity', 'occurs in', 'n/a', 'disease or phenotypic feature')",314,0
"('molecular activity', 'occurs in', 'n/a', 'gene or gene product')",173,0
"('molecular activity', 'occurs in', 'n/a', 'genomic entity')",2,0
"('molecular activity', 'occurs in', 'n/a', 'gross anatomical structure')",822,0
"('molecular activity', 'occurs in', 'n/a', 'human')",8,0
"('molecular activity', 'occurs in', 'n/a', 'organism taxon')",129,0
"('molecular activity', 'occurs in', 'n/a', 'population of individual organisms')",60,0
"('molecular activity', 'precedes', 'n/a', 'activity')",1,0
"('molecular activity', 'precedes', 'n/a', 'biological process')",10,0
"('molecular activity', 'precedes', 'n/a', 'disease or phenotypic feature')",1,0
"('molecular activity', 'precedes', 'n/a', 'molecular activity')",1,0
"('molecular activity', 'precedes', 'n/a', 'procedure')",1,0
"('molecular activity', 'predisposes to condition', 'n/a', 'disease or phenotypic feature')",5,0
"('molecular activity', 'produces', 'n/a', 'chemical entity')",14,0
"('molecular activity', 'produces', 'n/a', 'gene or gene product')",80,0
"('molecular activity', 'produces', 'n/a', 'polypeptide')",2,0
"('molecular activity', 'related to', 'n/a', 'biological process')",30,0
"('molecular activity', 'related to', 'n/a', 'chemical entity')",1,0
"('molecular activity', 'related to', 'n/a', 'gene or gene product')",1,0
"('molecular activity', 'treats or applied or studied to treat', 'n/a', 'cohort')",1,0
"('molecular activity', 'treats or applied or studied to treat', 'n/a', 'disease or phenotypic feature')",67,0
"('molecular activity', 'treats or applied or studied to treat', 'n/a', 'information content entity')",1,0
"('molecular activity', 'treats or applied or studied to treat', 'n/a', 'organism taxon')",1,0
"('organism taxon', 'affects', 'n/a', 'biological process')",15,0
"('organism taxon', 'affects', 'n/a', 'cell')",2,0
